路径（20条）,轮次,α,β,γ
路径17,500,0.291,0,0
路径18,1,0.5,0.5,0.5
路径18,27,0.404,0.436,0.485
路径18,53,0.554,0.274,0.398
路径18,79,0.511,0.282,0.515
路径18,106,0.531,0.32,0.519
路径18,132,0.496,0.283,0.604
路径18,158,0.485,0.332,0.47
路径18,184,0.436,0.332,0.437
路径18,211,0.492,0.219,0.429
路径18,237,0.494,0.117,0.405
路径18,263,0.404,0.264,0.386
路径18,289,0.278,0.121,0.368
路径18,316,0.283,0.046,0.329
路径18,342,0.409,0.048,0.304
路径18,368,0.333,0.023,0.172
路径18,394,0.398,0.03,0.208
路径18,421,0.362,0.012,0.084
路径18,447,0.394,0.004,0.074
路径18,473,0.339,0.017,0.052
路径18,500,0.352,0,0.017
路径19,1,0.5,0.5,0.5
路径19,27,0.435,0.298,0.391
路径19,53,0.585,0.294,0.251
路径19,79,0.654,0.231,0.238
路径19,106,0.568,0.224,0.144
路径19,132,0.336,0.057,0.095
路径19,158,0.414,0.019,0.074
路径19,184,0.392,0.008,0.054
路径19,211,0.453,0,0.046
路径19,237,0.356,0,0.015
路径19,263,0.495,0,0.009
路径19,289,0.576,0,0
路径19,316,0.653,0,0
路径19,342,0.627,0,0
路径19,368,0.573,0,0
路径19,394,0.551,0,0
路径19,421,0.531,0,0
路径19,447,0.661,0,0
路径19,473,0.696,0,0
路径19,500,0.676,0,0
路径20,1,0.5,0.5,0.5
路径20,27,0.502,0.407,0.462
路径20,53,0.465,0.356,0.459
路径20,79,0.261,0.27,0.343
路径20,106,0.135,0.144,0.295
路径20,132,0.183,0.217,0.282
路径20,158,0.128,0.191,0.19
路径20,184,0.189,0.06,0.183
路径20,211,0.172,0.12,0.088
路径20,237,0.14,0.081,0.066
路径20,263,0.083,0.061,0.036
路径20,289,0.022,0.055,0.01
路径20,316,0.009,0.096,0.001
路径20,342,0,0.086,0
路径20,368,0,0.083,0
路径20,394,0,0.082,0
路径20,421,0,0.119,0
路径20,447,0,0.171,0
路径20,473,0,0.141,0
路径20,500,0,0.006,0
