路径（20条）,轮次,α,β,γ
路径9,1,0.5,0.5,0.5
路径9,27,0.413,0.533,0.517
路径9,53,0.438,0.462,0.494
路径9,79,0.446,0.462,0.562
路径9,106,0.37,0.429,0.465
路径9,132,0.303,0.325,0.319
路径9,158,0.369,0.173,0.216
路径9,184,0.334,0.109,0.161
路径9,211,0.354,0.065,0.066
路径9,237,0.316,0.089,0.068
路径9,263,0.247,0.03,0.123
路径9,289,0.193,0,0.12
路径9,316,0.143,0,0.116
路径9,342,0.181,0,0.11
路径9,368,0.172,0,0.196
路径9,394,0.126,0,0.225
路径9,421,0.152,0,0.105
路径9,447,0.094,0,0.148
路径9,473,0.07,0,0.073
路径9,500,0.026,0,0.06
路径10,1,0.5,0.5,0.5
路径10,27,0.469,0.473,0.39
路径10,53,0.341,0.421,0.331
路径10,79,0.293,0.427,0.233
路径10,106,0.28,0.411,0.193
路径10,132,0.157,0.363,0.194
路径10,158,0.129,0.324,0.109
路径10,184,0.057,0.315,0.083
路径10,211,0.029,0.194,0.122
路径10,237,0.06,0.178,0.095
路径10,263,0.103,0.089,0.121
路径10,289,0.033,0.102,0.089
路径10,316,0.008,0.083,0.066
路径10,342,0.089,0.036,0.067
路径10,368,0.096,0.01,0.073
路径10,394,0.222,0,0.048
路径10,421,0.203,0,0.033
路径10,447,0.121,0,0.026
路径10,473,0.144,0,0.038
路径10,500,0.22,0,0.009
路径11,1,0.5,0.5,0.5
路径11,27,0.423,0.497,0.395
路径11,53,0.295,0.386,0.355
路径11,79,0.407,0.25,0.325
路径11,106,0.277,0.12,0.172
路径11,132,0.336,0.064,0.104
路径11,158,0.254,0.052,0.028
路径11,184,0.281,0.099,0.052
路径11,211,0.215,0.028,0.005
路径11,237,0.226,0.034,0.011
路径11,263,0.052,0.036,0
路径11,289,0.072,0.003,0
路径11,316,0.076,0,0
路径11,342,0.131,0,0
路径11,368,0.17,0,0
路径11,394,0.258,0,0
路径11,421,0.188,0,0
路径11,447,0.15,0,0
路径11,473,0.081,0,0
路径11,500,0,0,0
路径12,1,0.5,0.5,0.5
路径12,27,0.402,0.548,0.504
路径12,53,0.345,0.447,0.411
路径12,79,0.28,0.413,0.264
路径12,106,0.262,0.428,0.3
路径12,132,0.146,0.361,0.319
路径12,158,0.129,0.36,0.132
路径12,184,0.105,0.27,0.102
路径12,211,0.061,0.086,0.039
路径12,237,0.007,0.006,0.023
路径12,263,0.019,0.016,0
路径12,289,0.007,0.04,0
路径12,316,0,0.053,0
路径12,342,0,0.062,0
路径12,368,0,0.032,0
路径12,394,0,0.049,0
路径12,421,0,0.017,0
路径12,447,0,0.055,0
路径12,473,0,0.039,0
路径12,500,0,0.015,0
路径13,1,0.5,0.5,0.5
路径13,27,0.446,0.593,0.43
路径13,53,0.345,0.426,0.389
路径13,79,0.383,0.347,0.259
路径13,106,0.415,0.218,0.14
路径13,132,0.493,0.209,0.163
路径13,158,0.444,0.14,0.288
路径13,184,0.354,0.152,0.142
路径13,211,0.315,0.063,0.118
路径13,237,0.323,0.039,0.066
路径13,263,0.331,0.018,0.034
路径13,289,0.291,0.003,0.055
路径13,316,0.423,0,0.057
路径13,342,0.386,0,0.056
路径13,368,0.328,0,0.013
路径13,394,0.432,0,0
路径13,421,0.423,0,0
路径13,447,0.397,0,0
路径13,473,0.39,0,0
路径13,500,0.32,0,0
路径14,1,0.5,0.5,0.5
路径14,27,0.567,0.55,0.475
路径14,53,0.473,0.396,0.444
路径14,79,0.491,0.226,0.374
路径14,106,0.32,0.205,0.347
路径14,132,0.272,0.078,0.305
路径14,158,0.174,0.019,0.278
路径14,184,0.232,0.022,0.221
路径14,211,0.27,0.041,0.226
路径14,237,0.239,0.017,0.261
路径14,263,0.207,0.017,0.203
路径14,289,0.301,0.028,0.239
路径14,316,0.291,0,0.241
路径14,342,0.398,0,0.118
路径14,368,0.366,0,0.144
路径14,394,0.315,0,0.079
路径14,421,0.155,0,0.039
路径14,447,0.15,0,0.056
路径14,473,0.149,0,0.068
路径14,500,0.062,0,0.028
路径15,1,0.5,0.5,0.5
路径15,27,0.364,0.414,0.477
路径15,53,0.242,0.45,0.414
路径15,79,0.208,0.421,0.448
路径15,106,0.103,0.447,0.372
路径15,132,0.128,0.425,0.267
路径15,158,0.075,0.39,0.189
路径15,184,0.042,0.376,0.186
路径15,211,0.031,0.248,0.12
路径15,237,0,0.231,0.037
路径15,263,0,0.205,0.02
路径15,289,0,0.196,0
路径15,316,0,0.175,0
路径15,342,0,0.11,0
路径15,368,0,0.111,0
路径15,394,0,0.166,0
路径15,421,0,0.06,0
路径15,447,0,0.065,0
路径15,473,0,0.034,0
路径15,500,0,0.029,0
路径16,1,0.5,0.5,0.5
路径16,27,0.503,0.365,0.606
路径16,53,0.556,0.56,0.536
路径16,79,0.607,0.524,0.535
路径16,106,0.69,0.512,0.469
路径16,132,0.625,0.497,0.42
路径16,158,0.56,0.436,0.334
路径16,184,0.586,0.439,0.319
路径16,211,0.615,0.399,0.232
路径16,237,0.623,0.259,0.206
路径16,263,0.576,0.193,0.207
路径16,289,0.618,0.296,0.229
路径16,316,0.476,0.226,0.128
路径16,342,0.295,0.316,0.138
路径16,368,0.102,0.361,0.138
路径16,394,0.042,0.323,0.126
路径16,421,0.073,0.241,0.09
路径16,447,0.101,0.204,0
路径16,473,0.046,0.19,0
路径16,500,0.014,0.204,0
路径17,1,0.5,0.5,0.5
路径17,27,0.489,0.485,0.428
路径17,53,0.653,0.42,0.332
路径17,79,0.644,0.426,0.403
路径17,106,0.578,0.364,0.445
路径17,132,0.488,0.346,0.397
路径17,158,0.451,0.194,0.419
路径17,184,0.566,0.143,0.265
路径17,211,0.66,0.058,0.378
路径17,237,0.686,0.014,0.362
路径17,263,0.759,0.038,0.279
路径17,289,0.804,0.027,0.239
路径17,316,0.771,0,0.167
路径17,342,0.783,0,0.242
路径17,368,0.67,0,0.121
路径17,394,0.578,0,0.129
路径17,421,0.518,0,0.059
路径17,447,0.462,0,0.09
路径17,473,0.493,0,0.056
路径17,500,0.386,0,0.03
路径18,1,0.5,0.5,0.5
路径18,27,0.343,0.546,0.519
路径18,53,0.385,0.51,0.567
路径18,79,0.27,0.626,0.485
路径18,106,0.272,0.54,0.436
路径18,132,0.265,0.584,0.318
路径18,158,0.163,0.516,0.216
路径18,184,0.138,0.493,0.131
路径18,211,0.068,0.421,0.145
路径18,237,0.072,0.288,0.146
路径18,263,0.041,0.159,0.158
路径18,289,0.045,0.212,0.19
路径18,316,0.062,0.152,0.116
路径18,342,0.015,0.116,0.166
路径18,368,0.006,0.059,0.126
路径18,394,0.001,0.055,0.077
路径18,421,0,0,0.043
路径18,447,0,0,0
路径18,473,0,0,0
路径18,500,0,0,0
路径19,1,0.5,0.5,0.5
路径19,27,0.483,0.474,0.415
路径19,53,0.459,0.374,0.22
路径19,79,0.392,0.402,0.179
路径19,106,0.322,0.383,0.142
路径19,132,0.312,0.406,0.061
路径19,158,0.316,0.31,0.084
路径19,184,0.317,0.345,0.032
路径19,211,0.193,0.26,0.069
路径19,237,0.196,0.254,0.138
路径19,263,0.195,0.152,0.155
路径19,289,0.2,0.181,0.186
路径19,316,0.215,0.1,0.185
路径19,342,0.224,0.154,0.139
路径19,368,0.119,0.161,0.052
路径19,394,0.017,0.213,0.006
路径19,421,0.005,0.038,0.105
路径19,447,0,0.048,0.092
路径19,473,0,0.012,0.216
路径19,500,0,0.024,0.161
路径20,1,0.5,0.5,0.5
路径20,27,0.419,0.5,0.402
路径20,53,0.239,0.51,0.413
路径20,79,0.186,0.443,0.445
路径20,106,0.216,0.426,0.315
路径20,132,0.19,0.332,0.239
路径20,158,0.146,0.229,0.192
路径20,184,0.167,0.253,0.079
路径20,211,0.151,0.136,0.052
路径20,237,0.134,0.129,0.021
路径20,263,0.13,0.096,0.021
路径20,289,0.022,0.123,0.03
路径20,316,0.018,0.086,0
路径20,342,0.001,0.098,0
路径20,368,0,0.109,0
路径20,394,0,0.099,0
路径20,421,0,0.139,0
路径20,447,0,0.137,0
路径20,473,0,0.159,0
路径20,500,0,0.17,0
