路径（20条）,轮次,α,β,γ
路径4,421,0.132,0,0
路径4,447,0.123,0,0
路径4,473,0.117,0,0
路径4,500,0.028,0,0
路径5,1,0.5,0.5,0.5
路径5,27,0.48,0.529,0.4
路径5,53,0.488,0.5,0.314
路径5,79,0.517,0.335,0.174
路径5,106,0.579,0.368,0.149
路径5,132,0.581,0.184,0.162
路径5,158,0.664,0.145,0.128
路径5,184,0.775,0.168,0.145
路径5,211,0.64,0.114,0.124
路径5,237,0.757,0.121,0.138
路径5,263,0.844,0.114,0.132
路径5,289,0.824,0.029,0.061
路径5,316,0.811,0.013,0.033
路径5,342,0.684,0.023,0.019
路径5,368,0.647,0.009,0
路径5,394,0.618,0,0
路径5,421,0.621,0,0
路径5,447,0.581,0,0
路径5,473,0.668,0,0
路径5,500,0.598,0,0
路径6,1,0.5,0.5,0.5
路径6,27,0.601,0.588,0.578
路径6,53,0.721,0.395,0.504
路径6,79,0.771,0.256,0.452
路径6,106,0.784,0.213,0.358
路径6,132,0.81,0.262,0.43
路径6,158,0.803,0.245,0.339
路径6,184,0.82,0.155,0.268
路径6,211,0.926,0.164,0.221
路径6,237,0.93,0.175,0.206
路径6,263,0.896,0.212,0.121
路径6,289,0.938,0.163,0.151
路径6,316,0.782,0.106,0.148
路径6,342,0.831,0.073,0.131
路径6,368,0.886,0.106,0.052
路径6,394,0.904,0.033,0.026
路径6,421,0.725,0.004,0.026
路径6,447,0.54,0,0.069
路径6,473,0.399,0,0.103
路径6,500,0.402,0,0.059
路径7,1,0.5,0.5,0.5
路径7,27,0.541,0.37,0.511
路径7,53,0.339,0.353,0.474
路径7,79,0.396,0.253,0.365
路径7,106,0.428,0.229,0.258
路径7,132,0.309,0.25,0.176
路径7,158,0.374,0.318,0.139
路径7,184,0.377,0.194,0.08
路径7,211,0.35,0.121,0.043
路径7,237,0.338,0.046,0.024
路径7,263,0.435,0.058,0.055
路径7,289,0.336,0.029,0.074
路径7,316,0.379,0.034,0.046
路径7,342,0.306,0.028,0.123
路径7,368,0.335,0.023,0.116
路径7,394,0.428,0.007,0.196
路径7,421,0.711,0,0.221
路径7,447,0.855,0,0.09
路径7,473,0.867,0,0.043
路径7,500,0.873,0,0.067
路径8,1,0.5,0.5,0.5
路径8,27,0.523,0.451,0.404
路径8,53,0.537,0.43,0.42
路径8,79,0.556,0.441,0.272
路径8,106,0.468,0.332,0.253
路径8,132,0.376,0.34,0.201
路径8,158,0.227,0.33,0.186
路径8,184,0.304,0.357,0.205
路径8,211,0.29,0.227,0.154
路径8,237,0.431,0.097,0.082
路径8,263,0.504,0.048,0.087
路径8,289,0.455,0.069,0.066
路径8,316,0.399,0.07,0.068
路径8,342,0.406,0.101,0.08
路径8,368,0.261,0.108,0.048
路径8,394,0.175,0.13,0
路径8,421,0.08,0.176,0
路径8,447,0.03,0.078,0
路径8,473,0.004,0.054,0
路径8,500,0.008,0.059,0
路径9,1,0.5,0.5,0.5
路径9,27,0.39,0.551,0.424
路径9,53,0.311,0.514,0.391
路径9,79,0.234,0.397,0.351
路径9,106,0.144,0.247,0.272
路径9,132,0.091,0.262,0.254
路径9,158,0.017,0.369,0.294
路径9,184,0.021,0.431,0.197
路径9,211,0.028,0.31,0.139
路径9,237,0.094,0.274,0.171
路径9,263,0.146,0.223,0.124
路径9,289,0.133,0.243,0.095
路径9,316,0.166,0.238,0.055
路径9,342,0.193,0.226,0.039
路径9,368,0.205,0.136,0.035
路径9,394,0.152,0.112,0.054
路径9,421,0.104,0.066,0
路径9,447,0.133,0.039,0
路径9,473,0.092,0.048,0
路径9,500,0.153,0.006,0
路径10,1,0.5,0.5,0.5
路径10,27,0.376,0.419,0.456
路径10,53,0.227,0.371,0.408
路径10,79,0.26,0.263,0.428
路径10,106,0.264,0.146,0.38
路径10,132,0.4,0.199,0.396
路径10,158,0.393,0.162,0.33
路径10,184,0.373,0.167,0.302
路径10,211,0.462,0.134,0.443
路径10,237,0.42,0.185,0.523
路径10,263,0.447,0.109,0.429
路径10,289,0.503,0.092,0.383
路径10,316,0.381,0.112,0.256
路径10,342,0.452,0.124,0.213
路径10,368,0.578,0.063,0.213
路径10,394,0.635,0.011,0.113
路径10,421,0.483,0,0.169
路径10,447,0.404,0,0.135
路径10,473,0.395,0,0.125
路径10,500,0.425,0,0.086
路径11,1,0.5,0.5,0.5
路径11,27,0.47,0.432,0.487
路径11,53,0.344,0.467,0.376
路径11,79,0.391,0.304,0.218
路径11,106,0.133,0.192,0.187
路径11,132,0.14,0.127,0.162
路径11,158,0.155,0.046,0.097
路径11,184,0.166,0.045,0.048
路径11,211,0.098,0.023,0.079
路径11,237,0.076,0.045,0
路径11,263,0.023,0.023,0
路径11,289,0,0,0
路径11,316,0,0,0
路径11,342,0,0,0
路径11,368,0,0,0
路径11,394,0,0,0
路径11,421,0,0,0
路径11,447,0,0,0
路径11,473,0,0,0
路径11,500,0,0,0
路径12,1,0.5,0.5,0.5
路径12,27,0.439,0.52,0.455
路径12,53,0.498,0.321,0.472
路径12,79,0.468,0.37,0.377
路径12,106,0.459,0.361,0.322
路径12,132,0.588,0.236,0.334
路径12,158,0.51,0.187,0.322
路径12,184,0.494,0.192,0.224
路径12,211,0.529,0.198,0.15
路径12,237,0.447,0.125,0.178
路径12,263,0.46,0.063,0.14
路径12,289,0.44,0.075,0.113
路径12,316,0.336,0.021,0.121
路径12,342,0.324,0,0.205
路径12,368,0.383,0,0.254
路径12,394,0.326,0,0.219
路径12,421,0.301,0,0.32
路径12,447,0.201,0,0.24
路径12,473,0.159,0,0.241
路径12,500,0.198,0,0.225
路径13,1,0.5,0.5,0.5
路径13,27,0.384,0.484,0.39
路径13,53,0.482,0.374,0.413
路径13,79,0.576,0.447,0.376
路径13,106,0.446,0.398,0.311
路径13,132,0.338,0.36,0.301
路径13,158,0.451,0.194,0.289
路径13,184,0.415,0.135,0.344
路径13,211,0.354,0.07,0.248
路径13,237,0.298,0.05,0.302
路径13,263,0.22,0.053,0.257
路径13,289,0.273,0.019,0.154
路径13,316,0.167,0,0.169
路径13,342,0.179,0,0.167
路径13,368,0.13,0,0.123
路径13,394,0.202,0,0.136
路径13,421,0.08,0,0.302
路径13,447,0.105,0,0.261
路径13,473,0.02,0,0.272
路径13,500,0.037,0,0.16
路径14,1,0.5,0.5,0.5
路径14,27,0.502,0.435,0.476
路径14,53,0.483,0.374,0.365
路径14,79,0.364,0.355,0.293
路径14,106,0.393,0.358,0.195
路径14,132,0.334,0.21,0.244
路径14,158,0.225,0.227,0.246
路径14,184,0.239,0.185,0.145
路径14,211,0.215,0.136,0.074
路径14,237,0.17,0.099,0.019
路径14,263,0.122,0.053,0.027
路径14,289,0.079,0.026,0.004
路径14,316,0.089,0.036,0.023
路径14,342,0.093,0.011,0
路径14,368,0.13,0.006,0
路径14,394,0.099,0.011,0
路径14,421,0.135,0,0
路径14,447,0.176,0,0
路径14,473,0.158,0,0
路径14,500,0.058,0,0
路径15,1,0.5,0.5,0.5
路径15,27,0.563,0.431,0.352
路径15,53,0.634,0.38,0.294
路径15,79,0.674,0.306,0.263
路径15,106,0.621,0.18,0.21
路径15,132,0.64,0.152,0.173
路径15,158,0.67,0.209,0.186
路径15,184,0.699,0.262,0.166
路径15,211,0.685,0.162,0.196
路径15,237,0.681,0.11,0.142
路径15,263,0.776,0.099,0.19
路径15,289,0.814,0.069,0.225
路径15,316,0.851,0.128,0.222
路径15,342,0.923,0.163,0.24
路径15,368,0.913,0.197,0.251
路径15,394,0.85,0.194,0.253
路径15,421,0.823,0.23,0.311
路径15,447,0.818,0.19,0.259
路径15,473,0.867,0.216,0.24
路径15,500,0.881,0.22,0.215
路径16,1,0.5,0.5,0.5
路径16,27,0.519,0.605,0.535
路径16,53,0.634,0.682,0.631
路径16,79,0.66,0.585,0.401
路径16,106,0.566,0.632,0.399
路径16,132,0.592,0.519,0.466
路径16,158,0.416,0.531,0.514
路径16,184,0.429,0.486,0.444
路径16,211,0.258,0.418,0.203
路径16,237,0.252,0.419,0.108
路径16,263,0.268,0.438,0.113
路径16,289,0.231,0.384,0.073
路径16,316,0.27,0.367,0.017
路径16,342,0.349,0.299,0.056
路径16,368,0.378,0.302,0.037
路径16,394,0.361,0.227,0.079
路径16,421,0.329,0.271,0.082
路径16,447,0.341,0.195,0.05
路径16,473,0.38,0.145,0.004
路径16,500,0.401,0.12,0
路径17,1,0.5,0.5,0.5
路径17,27,0.457,0.44,0.327
路径17,53,0.522,0.416,0.274
路径17,79,0.492,0.393,0.146
路径17,106,0.641,0.309,0.247
路径17,132,0.568,0.217,0.348
路径17,158,0.516,0.124,0.27
路径17,184,0.639,0.047,0.15
路径17,211,0.712,0.051,0.102
路径17,237,0.646,0.034,0.146
路径17,263,0.684,0.037,0.165
路径17,289,0.794,0.002,0.146
路径17,316,0.709,0,0.125
路径17,342,0.751,0,0.08
路径17,368,0.756,0,0.096
路径17,394,0.737,0,0.073
路径17,421,0.652,0,0.109
路径17,447,0.672,0,0.068
路径17,473,0.699,0,0.018
路径17,500,0.588,0,0.023
路径18,1,0.5,0.5,0.5
路径18,27,0.521,0.449,0.537
路径18,53,0.606,0.5,0.565
路径18,79,0.678,0.546,0.529
路径18,106,0.611,0.449,0.423
路径18,132,0.467,0.377,0.371
路径18,158,0.429,0.357,0.361
路径18,184,0.306,0.345,0.395
路径18,211,0.124,0.212,0.325
路径18,237,0.164,0.149,0.282
路径18,263,0.058,0.129,0.26
路径18,289,0.044,0.098,0.242
路径18,316,0.106,0.144,0.202
路径18,342,0.031,0.116,0.138
路径18,368,0.026,0.113,0.163
路径18,394,0.018,0.077,0.158
路径18,421,0.014,0.042,0.105
路径18,447,0,0.066,0.016
路径18,473,0,0.1,0.008
路径18,500,0,0.109,0
路径19,1,0.5,0.5,0.5
路径19,27,0.475,0.528,0.483
路径19,53,0.457,0.529,0.384
路径19,79,0.585,0.371,0.564
路径19,106,0.647,0.249,0.454
路径19,132,0.542,0.284,0.378
路径19,158,0.582,0.259,0.291
路径19,184,0.67,0.184,0.312
路径19,211,0.721,0.108,0.254
路径19,237,0.699,0.114,0.137
路径19,263,0.638,0.122,0.172
路径19,289,0.597,0.096,0.079
路径19,316,0.521,0.036,0.161
路径19,342,0.421,0.009,0.093
路径19,368,0.411,0,0.043
路径19,394,0.441,0,0
路径19,421,0.493,0,0
路径19,447,0.465,0,0
路径19,473,0.475,0,0
路径19,500,0.434,0,0
路径20,1,0.5,0.5,0.5
路径20,27,0.443,0.537,0.346
路径20,53,0.288,0.473,0.171
路径20,79,0.316,0.388,0.11
路径20,106,0.439,0.214,0.094
路径20,132,0.427,0.218,0.068
路径20,158,0.455,0.235,0.093
路径20,184,0.477,0.263,0.067
路径20,211,0.4,0.22,0.052
路径20,237,0.419,0.165,0.022
路径20,263,0.384,0.046,0.047
路径20,289,0.386,0.017,0.072
路径20,316,0.545,0,0.083
路径20,342,0.425,0,0.067
路径20,368,0.472,0,0.017
路径20,394,0.537,0,0
路径20,421,0.467,0,0
路径20,447,0.645,0,0
路径20,473,0.642,0,0
路径20,500,0.593,0,0
