模拟路径,博弈论次,α,β,γ
路径5,158,0.686481955,0.000991383,0.271039366
路径5,184,0.722024782,0,0.282198815
路径5,211,0.820279413,0,0.28908547
路径5,237,0.911425044,0,0.303040349
路径5,263,0.984432646,0,0.398514444
路径5,289,0.988128396,0,0.232482211
路径5,316,1,0,0.21435348
路径5,342,1,0,0.132468814
路径5,368,1,0,0.213601573
路径5,394,1,0,0.295813866
路径5,421,1,0,0.189396034
路径5,447,1,0,0.204232985
路径5,473,1,0,0.221915268
路径5,500,1,0,0.207775909
路径6,1,0.5,0.2,0.5
路径6,27,0.530041435,0.236739451,0.400045394
路径6,53,0.548767538,0.17058296,0.264965783
路径6,79,0.57011563,0.121917074,0.295974051
路径6,106,0.611560433,0.147672884,0.210526117
路径6,132,0.676720762,0.112152191,0.192176642
路径6,158,0.695909509,0.201844289,0.22246336
路径6,184,0.761551453,0.105540689,0.229429827
路径6,211,0.729164152,0.131807528,0.176925539
路径6,237,0.634641056,0.126142677,0.106340455
路径6,263,0.739197566,0.104326829,0.021436631
路径6,289,0.646100714,0.05356936,0
路径6,316,0.636863547,0.009292967,0
路径6,342,0.58157452,0.006174292,0
路径6,368,0.628159346,0.003458933,0
路径6,394,0.528171791,0,0
路径6,421,0.480256968,0,0
路径6,447,0.51325303,0,0
路径6,473,0.411496621,0,0
路径6,500,0.255183352,0,0
路径7,1,0.5,0.2,0.5
路径7,27,0.472093091,0.18394327,0.401106079
路径7,53,0.483497213,0.204197046,0.40505089
路径7,79,0.491636172,0.140211307,0.398257686
路径7,106,0.439621243,0.082542371,0.359796061
路径7,132,0.36366496,0.120812408,0.214291493
路径7,158,0.349862705,0.154642062,0.170031197
路径7,184,0.30808558,0.174265107,0.123770218
路径7,211,0.237201147,0.129769367,0.114840857
路径7,237,0.284812394,0.050062635,0.05782235
路径7,263,0.367246221,0.03757832,0.070929778
路径7,289,0.433853881,0.068907747,0.079125466
路径7,316,0.350789026,0.065218226,0.111457911
路径7,342,0.317911518,0.020687833,0.068162717
路径7,368,0.418400666,0.00417522,0.032979521
路径7,394,0.484384668,0,0.029622912
路径7,421,0.715421865,0,0.059697934
路径7,447,0.759290767,0,0.054504557
路径7,473,0.706399395,0,0.078909591
路径7,500,0.720439452,0,0.035831764
路径8,1,0.5,0.2,0.5
路径8,27,0.511717642,0.141154112,0.447426508
路径8,53,0.442414686,0.185796668,0.530257132
路径8,79,0.543574205,0.10921013,0.434950995
路径8,106,0.470538577,0.064873057,0.251094959
路径8,132,0.424618922,0.022871243,0.119346358
路径8,158,0.508491889,0.045731418,0.125528497
路径8,184,0.542192091,0.051223549,0.088504069
路径8,211,0.479856407,0.015673894,0.071932084
路径8,237,0.547490726,0.016144706,0.06348097
路径8,263,0.514491576,0,0.019028413
路径8,289,0.501578063,0,0.021733481
路径8,316,0.464596074,0,0.0208574
路径8,342,0.570397301,0,0.017594249
路径8,368,0.56296109,0,0.062413426
路径8,394,0.514914385,0,0.116647552
路径8,421,0.471645067,0,0.088686944
路径8,447,0.414641895,0,0.072549511
路径8,473,0.541424527,0,0.075825614
路径8,500,0.533751603,0,0.054128077
路径9,1,0.5,0.2,0.5
路径9,27,0.637931057,0.200092006,0.498874074
路径9,53,0.754538487,0.19717642,0.369570306
路径9,79,0.720161577,0.106475391,0.387243183
路径9,106,0.809003962,0.145036178,0.400121347
路径9,132,0.840817108,0.136366597,0.33635268
路径9,158,0.815635814,0.114675687,0.21277607
路径9,184,0.842420081,0.093756315,0.222574124
路径9,211,0.802906012,0.008368376,0.237226032
路径9,237,0.844362463,0,0.149744459
路径9,263,0.752955369,0,0.135225301
路径9,289,0.73238024,0,0.073996865
路径9,316,0.808788942,0,0.019724379
路径9,342,0.690049222,0,0
路径9,368,0.710405092,0,0
路径9,394,0.513807192,0,0
路径9,421,0.389408293,0,0
路径9,447,0.474916797,0,0
路径9,473,0.441588709,0,0
路径9,500,0.518882928,0,0
路径10,1,0.5,0.2,0.5
路径10,27,0.534806401,0.150052176,0.573397661
路径10,53,0.558590928,0.193897219,0.507772588
路径10,79,0.468215397,0.193271008,0.384389409
路径10,106,0.529125872,0.104943451,0.309646275
路径10,132,0.549489609,0.040659157,0.195989573
路径10,158,0.526589197,0.042132425,0.23732363
路径10,184,0.686533492,0.00484994,0.22867691
路径10,211,0.642929656,0.004072535,0.255799017
路径10,237,0.668728786,0,0.143886169
路径10,263,0.716284836,0,0.138456659
路径10,289,0.753741248,0,0.116396473
路径10,316,0.839481067,0,0.096970848
路径10,342,0.870579949,0,0.12845735
路径10,368,0.914288336,0,0.07929552
路径10,394,0.955916956,0,0.033050571
路径10,421,1,0,0.028484458
路径10,447,1,0,0.062598685
路径10,473,1,0,0.001496235
路径10,500,1,0,0
路径11,1,0.5,0.2,0.5
路径11,27,0.615996951,0.141912316,0.548141846
路径11,53,0.454953856,0.172915948,0.451988916
路径11,79,0.363413457,0.270207352,0.507820049
路径11,106,0.405460345,0.17235423,0.483085573
路径11,132,0.441177251,0.228665211,0.326290065
路径11,158,0.383016007,0.232777267,0.135520758
路径11,184,0.291042607,0.203685297,0.111547604
路径11,211,0.309993469,0.080252857,0.122468849
路径11,237,0.323520759,0.07584045,0.099280282
路径11,263,0.408279847,0.078508741,0.052318625
路径11,289,0.424540622,0.070998356,0.011850789
路径11,316,0.53358217,0.04518518,0
路径11,342,0.538618237,0.012131601,0
路径11,368,0.586499663,0.007238922,0
路径11,394,0.620303038,0,0
路径11,421,0.639728533,0,0
路径11,447,0.560009407,0,0
路径11,473,0.395654449,0,0
路径11,500,0.41842004,0,0
路径12,1,0.5,0.2,0.5
路径12,27,0.404200651,0.195809121,0.532313836
路径12,53,0.380660389,0.216235462,0.467120886
路径12,79,0.233813454,0.160567109,0.304839708
路径12,106,0.351276381,0.229174338,0.246620788
路径12,132,0.349802843,0.098214552,0.140932255
路径12,158,0.330976695,0.037262276,0.154486252
路径12,184,0.204063469,0.019022253,0.102083652
路径12,211,0.16318036,0.013827075,0.144689109
路径12,237,0.069437135,0,0.076665812
路径12,263,0.012484342,0,0.05739684
路径12,289,0.025859936,0,0.016168179
路径12,316,0.002358518,0,0.028399683
路径12,342,0,0,0.02140829
路径12,368,0,0,0.007179885
路径12,394,0,0,0.002637319
路径12,421,0,0,0
路径12,447,0,0,0
路径12,473,0,0,0
路径12,500,0,0,0
路径13,1,0.5,0.2,0.5
路径13,27,0.482227908,0.243337915,0.36829325
路径13,53,0.446433712,0.221230406,0.343756654
路径13,79,0.416408778,0.184736207,0.224029387
路径13,106,0.488037715,0.127699256,0.222180988
路径13,132,0.72309652,0.245796665,0.297938726
路径13,158,0.772305711,0.166235804,0.425228502
路径13,184,0.741520805,0.178601268,0.390462142
路径13,211,0.811195674,0.110616566,0.232790876
路径13,237,0.812678774,0.137332952,0.2058271
路径13,263,0.85305802,0.17226658,0.256528806
路径13,289,0.918000227,0.108640325,0.308502958
路径13,316,0.964207718,0.155478712,0.418425634
路径13,342,0.929169224,0.145707924,0.315790815
路径13,368,0.98240048,0.179165197,0.13550182
路径13,394,0.962793448,0.186716985,0.101768793
路径13,421,0.966011452,0.084849116,0.142101463
路径13,447,0.977911438,0.056245648,0.133951744
路径13,473,0.973862935,0.029742087,0.113086887
路径13,500,0.997687015,0.047687804,0.080681153
路径14,1,0.5,0.2,0.5
路径14,27,0.396873242,0.17614148,0.494247467
路径14,53,0.320904731,0.192324636,0.54322015
路径14,79,0.295895945,0.192511325,0.575920476
路径14,106,0.288660286,0.137366579,0.449626468
路径14,132,0.297807946,0.102384104,0.359940026
路径14,158,0.172069165,0.062586023,0.348784467
路径14,184,0.159753108,0.032523788,0.296611432
路径14,211,0.195904205,0.062614383,0.339581355
路径14,237,0.181751747,0.028720219,0.156136049
路径14,263,0.208892872,0.002945647,0.071773938
路径14,289,0.188688272,0,0.07246581
路径14,316,0.181370997,0,0.084643799
路径14,342,0.116168549,0,0.129501081
路径14,368,0.211155077,0,0.086190118
路径14,394,0.238290016,0,0.160738232
路径14,421,0.070643733,0,0.197936197
路径14,447,0.075138434,0,0.258195531
路径14,473,0.019914592,0,0.24171977
路径14,500,0,0,0.294370664
路径15,1,0.5,0.2,0.5
路径15,27,0.411866817,0.10905024,0.434260798
路径15,53,0.463902608,0.108941102,0.357826829
路径15,79,0.379176689,0.163464713,0.359394874
路径15,106,0.280114709,0.060791901,0.348714046
路径15,132,0.175101892,0.00563494,0.312729726
路径15,158,0.059207692,0,0.345848702
路径15,184,0.104028918,0,0.302316892
路径15,211,0.002631022,0,0.216414825
路径15,237,0,0,0.129327553
路径15,263,0,0,0.05600324
路径15,289,0,0,0.088847363
路径15,316,0,0,0.061436274
路径15,342,0,0,0.055459839
路径15,368,0,0,0.053095453
路径15,394,0,0,0.046912857
路径15,421,0,0,0.010231295
路径15,447,0,0,0
路径15,473,0,0,0
路径15,500,0,0,0
路径16,1,0.5,0.2,0.5
路径16,27,0.501035678,0.181399267,0.318036218
路径16,53,0.431759212,0.181644706,0.339720139
路径16,79,0.485513836,0.230450509,0.353304583
路径16,106,0.556082669,0.236307195,0.350741731
路径16,132,0.577564408,0.227757345,0.203453648
路径16,158,0.559423212,0.264844403,0.205752474
路径16,184,0.562772144,0.170168282,0.241663958
路径16,211,0.326853766,0.088028058,0.208592058
路径16,237,0.322310105,0.022041975,0.125732905
路径16,263,0.388265687,0,0.099340627
路径16,289,0.381800354,0,0.051268577
路径16,316,0.465641998,0,0.045828169
路径16,342,0.473822745,0,0.003562451
路径16,368,0.598478278,0,0
路径16,394,0.66537334,0,0
路径16,421,0.634684766,0,0
路径16,447,0.642777342,0,0
路径16,473,0.6847057,0,0
路径16,500,0.674723725,0,0
路径17,1,0.5,0.2,0.5
路径17,27,0.658593055,0.132003035,0.457288203
路径17,53,0.633609564,0.241539078,0.507371667
路径17,79,0.518136904,0.21115253,0.446785666
路径17,106,0.549179038,0.174812346,0.385597207
路径17,132,0.459116783,0.217157193,0.276680268
路径17,158,0.480267668,0.175099117,0.224010789
路径17,184,0.495371162,0.063474328,0.265724385
路径17,211,0.632445318,0.080976281,0.20098166
路径17,237,0.742614253,0.060755416,0.128656218
路径17,263,0.628269841,0.048810665,0.113640529
路径17,289,0.58061468,0.042848417,0.143988101
路径17,316,0.605904429,0.044079489,0.080935552
路径17,342,0.583684234,0.043911989,0.048618258
路径17,368,0.549724476,0.029810542,0.045018074
路径17,394,0.471920391,0.011174209,0.007482642
路径17,421,0.553292971,0.002785779,0.00453091
路径17,447,0.499807295,0,0.011955857
路径17,473,0.512162956,0,0.001821384
路径17,500,0.509654016,0,0
路径18,1,0.5,0.2,0.5
路径18,27,0.593628403,0.154030314,0.425900271
路径18,53,0.572743861,0.134505841,0.404033239
路径18,79,0.568864853,0.159505431,0.375345794
路径18,106,0.538234698,0.117127778,0.343188745
路径18,132,0.372953092,0.066304316,0.257447477
路径18,158,0.35328539,0.085104642,0.125256984
路径18,184,0.430014797,0.122857354,0.111551888
路径18,211,0.345150994,0.033535959,0.067299516
路径18,237,0.343007421,0.037462438,0.05116255
路径18,263,0.439699642,0.021238672,0.062315471
路径18,289,0.418328814,0.003756805,0.057209832
路径18,316,0.332227031,0,0.016775991
路径18,342,0.191457711,0,0.002009488
路径18,368,0.167909237,0,0
路径18,394,0.077640225,0,0
路径18,421,0.042163749,0,0
路径18,447,0.030836903,0,0
路径18,473,0,0,0
路径18,500,0,0,0
路径19,1,0.5,0.2,0.5
路径19,27,0.518824883,0.201938692,0.307952664
路径19,53,0.597020331,0.193242252,0.283708348
路径19,79,0.545196524,0.177571446,0.178938198
路径19,106,0.55574511,0.094316402,0.184331232
路径19,132,0.473685283,0.109542752,0.186646589
路径19,158,0.557077475,0.137493252,0.134921035
路径19,184,0.477624695,0.119866976,0.031799984
路径19,211,0.470758685,0.141940229,0
路径19,237,0.470124118,0.098386027,0
路径19,263,0.544730447,0.111954645,0
路径19,289,0.550040988,0.092172697,0
路径19,316,0.459603828,0.080610933,0
路径19,342,0.62918213,0.007158951,0
路径19,368,0.49942352,0,0
路径19,394,0.542786873,0,0
路径19,421,0.712035623,0,0
路径19,447,0.664106727,0,0
路径19,473,0.671954869,0,0
路径19,500,0.77755603,0,0
路径20,1,0.5,0.2,0.5
路径20,27,0.538405823,0.200763081,0.449013407
路径20,53,0.534170293,0.134265811,0.276306966
路径20,79,0.594918658,0.101781414,0.252563085
路径20,106,0.618349461,0.119079225,0.162091128
路径20,132,0.60086451,0.062729438,0.194797938
路径20,158,0.595635801,0.029104538,0.102534204
路径20,184,0.486441604,0.050853608,0.12381299
路径20,211,0.535097782,0.010949304,0.090683542
路径20,237,0.66216613,0.030093019,0.05121388
路径20,263,0.496038478,0,0.010444002
路径20,289,0.572245393,0,0.004328337
路径20,316,0.624868784,0,0.004095387
路径20,342,0.652496384,0,0.016995944
路径20,368,0.594248541,0,0.015485127
路径20,394,0.518727146,0,0
路径20,421,0.448445031,0,0
路径20,447,0.380789403,0,0
路径20,473,0.356193119,0,0
路径20,500,0.378945663,0,0
