路径（20条）,轮次,α,β,γ
路径1,1,0.5,0.5,0.5
路径1,27,0.486805976,0.450905266,0.542743336
路径1,53,0.613885513,0.484596379,0.377326909
路径1,79,0.558758544,0.369195854,0.469361845
路径1,106,0.570932097,0.325423379,0.490130353
路径1,132,0.632824065,0.362489082,0.370578042
路径1,158,0.773799668,0.475118724,0.418238573
路径1,184,0.663087189,0.345536865,0.282545945
路径1,211,0.599539823,0.266991526,0.285361431
路径1,237,0.677687008,0.219689615,0.285686169
路径1,263,0.614048886,0.155099821,0.141215341
路径1,289,0.564155552,0.098463051,0.165790126
路径1,316,0.585257123,0.039225151,0.217655657
路径1,342,0.658310864,0.018720181,0.263374374
路径1,368,0.712620924,0,0.26024681
路径1,394,0.700773515,0,0.270165417
路径1,421,0.796723764,0,0.381401977
路径1,447,0.755046494,0,0.441770636
路径1,473,0.782745703,0,0.432670754
路径1,500,0.747225036,0,0.386202757
路径2,1,0.5,0.5,0.5
路径2,27,0.5227964,0.282256929,0.422283467
路径2,53,0.493086529,0.27737101,0.391196906
路径2,79,0.399701709,0.235869565,0.38503992
路径2,106,0.383690049,0.208343133,0.318102862
路径2,132,0.441835461,0.220233313,0.349878028
路径2,158,0.335338798,0.201281574,0.284772147
路径2,184,0.270759074,0.166849363,0.280497447
路径2,211,0.228352381,0.071952108,0.303677556
路径2,237,0.327974687,0.026337913,0.262229667
路径2,263,0.388257289,0.015819442,0.286583399
路径2,289,0.484086724,0,0.233071841
路径2,316,0.375820794,0,0.165910936
路径2,342,0.418393075,0,0.074855231
路径2,368,0.406826041,0,0.105337877
路径2,394,0.316136874,0,0.083285374
路径2,421,0.420283562,0,0.056207217
路径2,447,0.623529065,0,0.01264706
路径2,473,0.624439755,0,0.040571812
路径2,500,0.678075414,0,0.014077743
路径3,1,0.5,0.5,0.5
路径3,27,0.546274593,0.472440659,0.307637358
路径3,53,0.452151281,0.22046506,0.176104255
路径3,79,0.470438443,0.283353973,0.154035754
路径3,106,0.47235832,0.165682278,0.164099707
路径3,132,0.476965842,0.161228857,0.122700217
路径3,158,0.481324688,0.152926249,0.083614655
路径3,184,0.38146667,0.256235185,0.05735766
路径3,211,0.289174378,0.212228145,0.061493431
路径3,237,0.135322877,0.12072136,0.108501553
路径3,263,0.321249272,0.153390236,0.103829256
路径3,289,0.384972504,0.168684834,0.078849408
路径3,316,0.411864205,0.112951809,0.140208056
路径3,342,0.429419224,0.051044916,0.168697016
路径3,368,0.356738865,0,0.120845371
路径3,394,0.312684148,0,0.217849111
路径3,421,0.220217241,0,0.195591866
路径3,447,0.146858035,0,0.359255347
路径3,473,0.121720587,0,0.503163392
路径3,500,0.058510307,0,0.468636511
路径4,1,0.5,0.5,0.5
路径4,27,0.524780487,0.498385742,0.594111924
路径4,53,0.582515911,0.57679961,0.506497646
路径4,79,0.406177265,0.622323418,0.376879814
路径4,106,0.358538983,0.563667955,0.457116416
路径4,132,0.430061871,0.704804246,0.365810657
路径4,158,0.439032998,0.565074851,0.306493161
路径4,184,0.422777171,0.416108784,0.428751239
路径4,211,0.396420505,0.367946997,0.343520635
路径4,237,0.392357136,0.315234387,0.352631303
路径4,263,0.420132092,0.251909786,0.237896361
路径4,289,0.56682738,0.126901328,0.242435595
路径4,316,0.469956238,0.070987547,0.155743919
路径4,342,0.40686569,0.088795725,0.124620909
路径4,368,0.450722643,0.102289519,0.118792632
路径4,394,0.493463042,0.062621293,0.102237233
路径4,421,0.424148227,0.059801546,0.10690506
路径4,447,0.50323663,0.083610443,0.094855714
路径4,473,0.378796538,0.058481405,0.113402999
路径4,500,0.539746606,0,0.074317374
路径5,1,0.5,0.5,0.5
路径5,27,0.538458148,0.459671391,0.242584378
路径5,53,0.524390499,0.391618472,0.145858461
路径5,79,0.517391707,0.336185409,0.035160856
路径5,106,0.497266362,0.311223857,0.035522262
路径5,132,0.501511444,0.159732532,0.033507818
路径5,158,0.526591477,0.119328506,0.046137662
路径5,184,0.531933584,0.005232614,0.016108025
路径5,211,0.605352562,0.003215501,0
路径5,237,0.540854287,0,0
路径5,263,0.532873581,0,0
路径5,289,0.600477618,0,0
路径5,316,0.643649391,0,0
路径5,342,0.667735959,0,0
路径5,368,0.688950193,0,0
路径5,394,0.759491798,0,0
路径5,421,0.864908974,0,0
路径5,447,0.863053071,0,0
路径5,473,0.881371485,0,0
路径5,500,0.974370196,0,0
路径6,1,0.5,0.5,0.5
路径6,27,0.564373382,0.40824801,0.423798979
路径6,53,0.575930257,0.442062185,0.434346772
路径6,79,0.617824813,0.416953659,0.325252218
路径6,106,0.564864695,0.284055768,0.348865125
路径6,132,0.72025944,0.229018102,0.314604662
路径6,158,0.566813568,0.209423121,0.188090191
路径6,184,0.479518673,0.17893403,0.300647923
路径6,211,0.392111901,0.248700852,0.238885875
路径6,237,0.278894267,0.188763703,0.20796926
路径6,263,0.301958487,0.234528779,0.233646085
路径6,289,0.213015856,0.129972467,0.194509779
路径6,316,0.151888301,0.091759014,0.10823248
路径6,342,0.147423437,0.005230913,0.070117855
路径6,368,0.149233558,0.005055908,0.082855542
路径6,394,0.124693798,0,0.06541157
路径6,421,0.139147883,0,0.073954287
路径6,447,0.040309338,0,0.110666793
路径6,473,0.100074861,0,0.092354526
路径6,500,0.065257119,0,0.091781642
路径7,1,0.5,0.5,0.5
路径7,27,0.500713457,0.464869941,0.481171084
路径7,53,0.503061218,0.530491631,0.391621639
路径7,79,0.510679888,0.382709228,0.447550104
路径7,106,0.517545365,0.255139095,0.388637539
路径7,132,0.478344438,0.119825534,0.455757371
路径7,158,0.399248628,0.077953491,0.481727014
路径7,184,0.36872707,0.086741492,0.35563051
路径7,211,0.402557338,0.067675306,0.440890384
路径7,237,0.380854608,0.056779691,0.420083935
路径7,263,0.291037492,0.107263305,0.303049359
路径7,289,0.326678217,0.043498196,0.19316173
路径7,316,0.294598452,0.052766973,0.323933094
路径7,342,0.260585632,0.065552216,0.308816985
