路径（20条）,轮次,α,β,γ
路径6,421,0.321,0,0
路径6,447,0.343,0,0
路径6,473,0.454,0,0
路径6,500,0.523,0,0
路径7,1,0.5,0.5,0.5
路径7,27,0.523,0.573,0.527
路径7,53,0.525,0.629,0.452
路径7,79,0.345,0.572,0.404
路径7,106,0.35,0.51,0.37
路径7,132,0.263,0.546,0.42
路径7,158,0.207,0.481,0.407
路径7,184,0.203,0.409,0.408
路径7,211,0.183,0.451,0.419
路径7,237,0.103,0.369,0.353
路径7,263,0.304,0.26,0.249
路径7,289,0.179,0.085,0.124
路径7,316,0.129,0.098,0.192
路径7,342,0.114,0.025,0.217
路径7,368,0.148,0.017,0.183
路径7,394,0.133,0,0.113
路径7,421,0.072,0,0.064
路径7,447,0.054,0,0.038
路径7,473,0,0,0.077
路径7,500,0,0,0.123
路径8,1,0.5,0.5,0.5
路径8,27,0.414,0.418,0.399
路径8,53,0.292,0.421,0.352
路径8,79,0.319,0.426,0.208
路径8,106,0.155,0.378,0.109
路径8,132,0.161,0.204,0.067
路径8,158,0.141,0.235,0.071
路径8,184,0.103,0.189,0.032
路径8,211,0.105,0.099,0.019
路径8,237,0.196,0.057,0
路径8,263,0.194,0.084,0
路径8,289,0.155,0.072,0
路径8,316,0.189,0.092,0
路径8,342,0.241,0.111,0
路径8,368,0.335,0.076,0
路径8,394,0.274,0.064,0
路径8,421,0.298,0.048,0
路径8,447,0.229,0.09,0
路径8,473,0.249,0.163,0
路径8,500,0.295,0.081,0
路径9,1,0.5,0.5,0.5
路径9,27,0.514,0.489,0.411
路径9,53,0.432,0.378,0.459
路径9,79,0.253,0.31,0.314
路径9,106,0.201,0.19,0.243
路径9,132,0.125,0.279,0.242
路径9,158,0.19,0.363,0.203
路径9,184,0.041,0.372,0.144
路径9,211,0.036,0.403,0.144
路径9,237,0.019,0.371,0.099
路径9,263,0,0.328,0.049
路径9,289,0,0.221,0.057
路径9,316,0,0.19,0.058
路径9,342,0,0.124,0.015
路径9,368,0,0.183,0.012
路径9,394,0,0.176,0
路径9,421,0,0.2,0
路径9,447,0,0.118,0
路径9,473,0,0.01,0
路径9,500,0,0.021,0
路径10,1,0.5,0.5,0.5
路径10,27,0.4,0.619,0.499
路径10,53,0.328,0.605,0.331
路径10,79,0.311,0.593,0.212
路径10,106,0.282,0.523,0.298
路径10,132,0.325,0.424,0.335
路径10,158,0.414,0.412,0.357
路径10,184,0.319,0.245,0.234
路径10,211,0.166,0.214,0.176
路径10,237,0.205,0.178,0.237
路径10,263,0.264,0.2,0.253
路径10,289,0.375,0.171,0.113
路径10,316,0.465,0.218,0.069
路径10,342,0.504,0.07,0.042
路径10,368,0.536,0.034,0.04
路径10,394,0.6,0.041,0.079
路径10,421,0.573,0.016,0.065
路径10,447,0.534,0,0.053
路径10,473,0.529,0,0.012
路径10,500,0.557,0,0.006
路径11,1,0.5,0.5,0.5
路径11,27,0.512,0.51,0.481
路径11,53,0.334,0.626,0.409
路径11,79,0.2,0.608,0.456
路径11,106,0.237,0.509,0.358
路径11,132,0.284,0.399,0.24
路径11,158,0.272,0.318,0.211
路径11,184,0.238,0.222,0.202
路径11,211,0.239,0.21,0.231
路径11,237,0.238,0.139,0.104
路径11,263,0.171,0.106,0.095
路径11,289,0.171,0.074,0.08
路径11,316,0.196,0.006,0.027
路径11,342,0.13,0,0.018
路径11,368,0.096,0,0.066
路径11,394,0.16,0,0.144
路径11,421,0.196,0,0.261
路径11,447,0.198,0,0.243
路径11,473,0.204,0,0.193
路径11,500,0.126,0,0.188
路径12,1,0.5,0.5,0.5
路径12,27,0.438,0.453,0.317
路径12,53,0.401,0.519,0.26
路径12,79,0.441,0.514,0.272
路径12,106,0.57,0.488,0.248
路径12,132,0.529,0.481,0.24
路径12,158,0.474,0.481,0.287
路径12,184,0.424,0.532,0.291
路径12,211,0.409,0.514,0.18
路径12,237,0.404,0.544,0.182
路径12,263,0.398,0.472,0.208
路径12,289,0.299,0.491,0.171
路径12,316,0.378,0.452,0.13
路径12,342,0.43,0.384,0.105
路径12,368,0.288,0.5,0.114
路径12,394,0.233,0.429,0.018
路径12,421,0.127,0.415,0.008
路径12,447,0.182,0.468,0
路径12,473,0.291,0.308,0
路径12,500,0.232,0.196,0
路径13,1,0.5,0.5,0.5
路径13,27,0.381,0.487,0.356
路径13,53,0.313,0.447,0.27
路径13,79,0.313,0.359,0.205
路径13,106,0.375,0.304,0.202
路径13,132,0.399,0.239,0.222
路径13,158,0.434,0.26,0.222
路径13,184,0.218,0.174,0.189
路径13,211,0.208,0.151,0.169
路径13,237,0.182,0.09,0.108
路径13,263,0.127,0.044,0.093
路径13,289,0.11,0.008,0.088
路径13,316,0.162,0.044,0.129
路径13,342,0.232,0.003,0.137
路径13,368,0.224,0,0.122
路径13,394,0.144,0,0.117
路径13,421,0.077,0,0.036
路径13,447,0.014,0,0.004
路径13,473,0.035,0,0
路径13,500,0.041,0,0
路径14,1,0.5,0.5,0.5
路径14,27,0.573,0.6,0.321
路径14,53,0.54,0.333,0.224
路径14,79,0.453,0.323,0.271
路径14,106,0.409,0.416,0.222
路径14,132,0.325,0.4,0.109
路径14,158,0.293,0.4,0.031
路径14,184,0.233,0.379,0.028
路径14,211,0.193,0.316,0.001
路径14,237,0.226,0.236,0
路径14,263,0.384,0.202,0
路径14,289,0.431,0.122,0
路径14,316,0.42,0.138,0
路径14,342,0.54,0.2,0
路径14,368,0.596,0.227,0
路径14,394,0.648,0.214,0
路径14,421,0.618,0.155,0
路径14,447,0.623,0.199,0
路径14,473,0.605,0.219,0
路径14,500,0.527,0.17,0
路径15,1,0.5,0.5,0.5
路径15,27,0.537,0.244,0.475
路径15,53,0.553,0.285,0.46
路径15,79,0.635,0.265,0.377
路径15,106,0.681,0.206,0.307
路径15,132,0.753,0.185,0.18
路径15,158,0.753,0.23,0.152
路径15,184,0.567,0.163,0.14
路径15,211,0.532,0.193,0.079
路径15,237,0.488,0.153,0.053
路径15,263,0.52,0.188,0.001
路径15,289,0.516,0.136,0
路径15,316,0.537,0.256,0
路径15,342,0.403,0.314,0
路径15,368,0.371,0.266,0
路径15,394,0.379,0.283,0
路径15,421,0.457,0.301,0
路径15,447,0.388,0.197,0
路径15,473,0.325,0.173,0
路径15,500,0.296,0.151,0
路径16,1,0.5,0.5,0.5
路径16,27,0.405,0.59,0.492
路径16,53,0.238,0.593,0.381
路径16,79,0.272,0.363,0.228
路径16,106,0.305,0.39,0.192
路径16,132,0.328,0.321,0.21
路径16,158,0.278,0.194,0.268
路径16,184,0.282,0.158,0.149
路径16,211,0.297,0.18,0.103
路径16,237,0.185,0.178,0.14
路径16,263,0.062,0.184,0.108
路径16,289,0.065,0.052,0.052
路径16,316,0.111,0.055,0.028
路径16,342,0.137,0.039,0.023
路径16,368,0.141,0.038,0.103
路径16,394,0.028,0.048,0.089
路径16,421,0,0.052,0.018
路径16,447,0,0.041,0
路径16,473,0,0.029,0
路径16,500,0,0.007,0
路径17,1,0.5,0.5,0.5
路径17,27,0.335,0.475,0.403
路径17,53,0.216,0.312,0.33
路径17,79,0.293,0.271,0.299
路径17,106,0.2,0.216,0.272
路径17,132,0.161,0.176,0.257
路径17,158,0.187,0.092,0.157
路径17,184,0.233,0.065,0.043
路径17,211,0.153,0.134,0.045
路径17,237,0.159,0.086,0.025
路径17,263,0.126,0.023,0.041
路径17,289,0.163,0,0.006
路径17,316,0.113,0,0
路径17,342,0.202,0,0
路径17,368,0.28,0,0
路径17,394,0.238,0,0
路径17,421,0.239,0,0
路径17,447,0.349,0,0
路径17,473,0.278,0,0
路径17,500,0.266,0,0
路径18,1,0.5,0.5,0.5
路径18,27,0.534,0.277,0.291
路径18,53,0.438,0.186,0.164
路径18,79,0.376,0.202,0.087
路径18,106,0.342,0.157,0.014
路径18,132,0.152,0.177,0
路径18,158,0.238,0.068,0
路径18,184,0.346,0.04,0
路径18,211,0.372,0.001,0
路径18,237,0.305,0,0
路径18,263,0.365,0,0
路径18,289,0.498,0,0
路径18,316,0.486,0,0
路径18,342,0.479,0,0
路径18,368,0.44,0,0
路径18,394,0.424,0,0
路径18,421,0.233,0,0
路径18,447,0.259,0,0
路径18,473,0.251,0,0
路径18,500,0.317,0,0
路径19,1,0.5,0.5,0.5
路径19,27,0.38,0.478,0.422
路径19,53,0.145,0.321,0.276
路径19,79,0.079,0.353,0.154
路径19,106,0.055,0.308,0.153
路径19,132,0.032,0.243,0.078
路径19,158,0.013,0.103,0.042
路径19,184,0.013,0.104,0.009
路径19,211,0,0.063,0
路径19,237,0,0.033,0
路径19,263,0,0.036,0
路径19,289,0,0.004,0
路径19,316,0,0.008,0
路径19,342,0,0.043,0
路径19,368,0,0.053,0
路径19,394,0,0.008,0
路径19,421,0,0,0
路径19,447,0,0,0
路径19,473,0,0,0
路径19,500,0,0,0
路径20,1,0.5,0.5,0.5
路径20,27,0.447,0.367,0.556
路径20,53,0.515,0.286,0.581
路径20,79,0.609,0.331,0.47
路径20,106,0.633,0.427,0.423
路径20,132,0.699,0.268,0.338
路径20,158,0.699,0.217,0.314
路径20,184,0.755,0.217,0.376
路径20,211,0.76,0.288,0.239
路径20,237,0.718,0.301,0.28
路径20,263,0.675,0.25,0.16
路径20,289,0.62,0.229,0.167
路径20,316,0.655,0.264,0.139
路径20,342,0.64,0.124,0.064
路径20,368,0.475,0.081,0.041
路径20,394,0.473,0.103,0.04
路径20,421,0.529,0.1,0.06
路径20,447,0.576,0.064,0.018
路径20,473,0.607,0.136,0.007
路径20,500,0.639,0.064,0
