路径（20条）,轮次,α,β,γ
路径6,53,0.379,0.373,0.329
路径6,79,0.51,0.369,0.297
路径6,106,0.471,0.301,0.281
路径6,132,0.45,0.208,0.2
路径6,158,0.401,0.113,0.124
路径6,184,0.383,0.115,0.07
路径6,211,0.427,0.103,0.015
路径6,237,0.407,0.032,0
路径6,263,0.539,0.122,0
路径6,289,0.549,0.138,0
路径6,316,0.399,0.103,0
路径6,342,0.376,0.055,0
路径6,368,0.4,0.024,0
路径6,394,0.275,0.018,0
路径6,421,0.178,0.055,0
路径6,447,0.184,0.016,0
路径6,473,0.176,0.061,0
路径6,500,0.198,0.061,0
路径7,1,0.5,0.5,0.5
路径7,27,0.461,0.388,0.468
路径7,53,0.407,0.282,0.462
路径7,79,0.282,0.351,0.518
路径7,106,0.324,0.238,0.514
路径7,132,0.283,0.174,0.457
路径7,158,0.282,0.145,0.42
路径7,184,0.348,0.192,0.426
路径7,211,0.403,0.185,0.407
路径7,237,0.513,0.147,0.449
路径7,263,0.398,0.126,0.543
路径7,289,0.38,0.068,0.64
路径7,316,0.28,0.022,0.668
路径7,342,0.334,0,0.629
路径7,368,0.231,0,0.602
路径7,394,0.243,0,0.737
路径7,421,0.325,0,0.704
路径7,447,0.279,0,0.625
路径7,473,0.203,0,0.505
路径7,500,0.075,0,0.444
路径8,1,0.5,0.5,0.5
路径8,27,0.561,0.364,0.506
路径8,53,0.519,0.396,0.485
路径8,79,0.581,0.382,0.445
路径8,106,0.433,0.225,0.479
路径8,132,0.229,0.091,0.517
路径8,158,0.259,0.037,0.565
路径8,184,0.335,0,0.612
路径8,211,0.404,0,0.514
路径8,237,0.392,0,0.561
路径8,263,0.4,0,0.623
路径8,289,0.425,0,0.49
路径8,316,0.347,0,0.582
路径8,342,0.399,0,0.628
路径8,368,0.435,0,0.692
路径8,394,0.388,0,0.666
路径8,421,0.509,0,0.746
路径8,447,0.581,0,0.841
路径8,473,0.442,0,0.793
路径8,500,0.419,0,0.736
路径9,1,0.5,0.5,0.5
路径9,27,0.585,0.652,0.419
路径9,53,0.554,0.595,0.4
路径9,79,0.557,0.463,0.254
路径9,106,0.422,0.308,0.209
路径9,132,0.401,0.306,0.117
路径9,158,0.414,0.314,0.068
路径9,184,0.403,0.362,0.081
路径9,211,0.424,0.24,0.015
路径9,237,0.369,0.189,0.051
路径9,263,0.245,0.16,0.052
路径9,289,0.132,0.107,0.008
路径9,316,0.084,0.058,0.034
路径9,342,0.045,0.048,0.008
路径9,368,0.051,0.012,0
路径9,394,0.104,0.012,0
路径9,421,0.108,0,0
路径9,447,0.178,0,0
路径9,473,0.236,0,0
路径9,500,0.122,0,0
路径10,1,0.5,0.5,0.5
路径10,27,0.324,0.436,0.37
路径10,53,0.24,0.41,0.413
路径10,79,0.187,0.308,0.421
路径10,106,0.146,0.289,0.374
路径10,132,0.075,0.279,0.358
路径10,158,0.009,0.264,0.257
路径10,184,0,0.185,0.232
路径10,211,0,0.174,0.171
路径10,237,0,0.183,0.048
路径10,263,0,0.205,0.03
路径10,289,0,0.181,0.056
路径10,316,0,0.21,0.023
路径10,342,0,0.149,0
路径10,368,0,0.1,0
路径10,394,0,0.055,0
路径10,421,0,0.034,0
路径10,447,0,0,0
路径10,473,0,0,0
路径10,500,0,0,0
路径11,1,0.5,0.5,0.5
路径11,27,0.305,0.355,0.553
路径11,53,0.398,0.253,0.546
路径11,79,0.372,0.178,0.41
路径11,106,0.287,0.14,0.283
路径11,132,0.288,0.084,0.151
路径11,158,0.36,0.05,0.127
路径11,184,0.31,0.022,0.176
路径11,211,0.348,0.022,0.126
路径11,237,0.237,0.052,0.028
路径11,263,0.235,0.009,0.052
路径11,289,0.196,0,0.066
路径11,316,0.18,0,0.047
路径11,342,0.166,0,0.044
路径11,368,0.144,0,0.011
路径11,394,0.119,0,0.01
路径11,421,0.177,0,0.014
路径11,447,0.282,0,0.001
路径11,473,0.328,0,0
路径11,500,0.444,0,0
路径12,1,0.5,0.5,0.5
路径12,27,0.358,0.407,0.46
路径12,53,0.307,0.539,0.367
路径12,79,0.312,0.517,0.305
路径12,106,0.258,0.594,0.311
路径12,132,0.264,0.373,0.38
路径12,158,0.316,0.336,0.328
路径12,184,0.192,0.33,0.21
路径12,211,0.257,0.234,0.17
路径12,237,0.288,0.155,0.149
路径12,263,0.218,0.094,0.137
路径12,289,0.237,0.069,0.138
路径12,316,0.251,0.016,0.087
路径12,342,0.285,0.062,0.135
路径12,368,0.281,0.047,0.158
路径12,394,0.178,0.034,0.271
路径12,421,0.163,0.046,0.259
路径12,447,0.113,0.071,0.265
路径12,473,0.189,0.026,0.339
路径12,500,0.242,0.015,0.41
路径13,1,0.5,0.5,0.5
路径13,27,0.338,0.451,0.519
路径13,53,0.203,0.348,0.439
路径13,79,0.249,0.251,0.427
路径13,106,0.125,0.337,0.456
路径13,132,0.114,0.204,0.41
路径13,158,0.112,0.126,0.262
路径13,184,0.055,0.111,0.243
路径13,211,0,0.082,0.173
路径13,237,0,0.146,0.185
路径13,263,0,0.117,0.076
路径13,289,0,0.063,0.032
路径13,316,0,0.056,0.005
路径13,342,0,0.02,0
路径13,368,0,0.017,0
路径13,394,0,0.006,0
路径13,421,0,0,0
路径13,447,0,0,0
路径13,473,0,0,0
路径13,500,0,0,0
路径14,1,0.5,0.5,0.5
路径14,27,0.519,0.435,0.456
路径14,53,0.514,0.389,0.445
路径14,79,0.576,0.41,0.462
路径14,106,0.683,0.465,0.431
路径14,132,0.729,0.406,0.408
路径14,158,0.706,0.291,0.414
路径14,184,0.489,0.238,0.374
路径14,211,0.464,0.233,0.301
路径14,237,0.34,0.13,0.19
路径14,263,0.285,0.152,0.172
路径14,289,0.313,0.116,0.257
路径14,316,0.381,0.13,0.272
路径14,342,0.381,0.064,0.265
路径14,368,0.31,0.051,0.426
路径14,394,0.307,0.04,0.401
路径14,421,0.305,0.023,0.439
路径14,447,0.388,0,0.353
路径14,473,0.519,0,0.331
路径14,500,0.568,0,0.443
路径15,1,0.5,0.5,0.5
路径15,27,0.394,0.381,0.546
路径15,53,0.323,0.232,0.596
路径15,79,0.312,0.189,0.557
路径15,106,0.24,0.229,0.495
路径15,132,0.162,0.206,0.375
路径15,158,0.126,0.157,0.348
路径15,184,0.065,0.164,0.219
路径15,211,0.097,0.099,0.244
路径15,237,0.131,0.066,0.223
路径15,263,0.062,0.013,0.179
路径15,289,0.026,0.022,0.175
路径15,316,0.028,0.053,0.121
路径15,342,0.019,0.034,0.137
路径15,368,0.007,0.03,0.288
路径15,394,0.022,0,0.423
路径15,421,0,0,0.42
路径15,447,0,0,0.262
路径15,473,0,0,0.177
路径15,500,0,0,0.22
路径16,1,0.5,0.5,0.5
路径16,27,0.483,0.494,0.524
路径16,53,0.407,0.388,0.649
路径16,79,0.421,0.307,0.678
路径16,106,0.475,0.261,0.607
路径16,132,0.435,0.197,0.666
路径16,158,0.434,0.121,0.631
路径16,184,0.332,0.158,0.589
路径16,211,0.373,0.05,0.408
路径16,237,0.313,0.034,0.481
路径16,263,0.48,0.035,0.562
路径16,289,0.55,0.008,0.439
路径16,316,0.553,0.007,0.341
路径16,342,0.595,0.008,0.304
路径16,368,0.668,0,0.19
路径16,394,0.486,0,0.065
路径16,421,0.463,0,0.062
路径16,447,0.44,0,0.082
路径16,473,0.328,0,0.037
路径16,500,0.452,0,0.002
路径17,1,0.5,0.5,0.5
路径17,27,0.479,0.598,0.462
路径17,53,0.386,0.545,0.381
路径17,79,0.268,0.431,0.398
路径17,106,0.123,0.409,0.462
路径17,132,0.061,0.377,0.395
路径17,158,0.048,0.505,0.318
路径17,184,0.023,0.426,0.266
路径17,211,0,0.258,0.252
路径17,237,0,0.285,0.15
路径17,263,0,0.228,0.077
路径17,289,0,0.175,0.07
路径17,316,0,0.135,0.022
路径17,342,0,0.086,0
路径17,368,0,0.053,0
路径17,394,0,0,0
路径17,421,0,0,0
路径17,447,0,0,0
路径17,473,0,0,0
路径17,500,0,0,0
路径18,1,0.5,0.5,0.5
路径18,27,0.494,0.372,0.527
路径18,53,0.46,0.367,0.508
路径18,79,0.478,0.303,0.527
路径18,106,0.382,0.136,0.486
路径18,132,0.351,0.151,0.459
路径18,158,0.385,0.153,0.472
路径18,184,0.445,0.165,0.333
路径18,211,0.638,0.127,0.293
路径18,237,0.652,0.107,0.182
路径18,263,0.602,0.021,0.128
路径18,289,0.552,0.083,0.052
路径18,316,0.626,0.091,0.129
路径18,342,0.578,0.109,0.139
路径18,368,0.66,0.119,0.235
路径18,394,0.704,0.126,0.216
路径18,421,0.672,0.118,0.266
路径18,447,0.626,0.097,0.213
路径18,473,0.688,0.117,0.218
路径18,500,0.666,0.11,0.149
路径19,1,0.5,0.5,0.5
路径19,27,0.472,0.422,0.396
路径19,53,0.482,0.298,0.249
路径19,79,0.402,0.154,0.167
路径19,106,0.289,0.108,0.196
路径19,132,0.288,0.137,0.174
路径19,158,0.394,0.104,0.112
路径19,184,0.478,0.089,0.079
路径19,211,0.317,0.042,0.068
路径19,237,0.142,0,0.062
路径19,263,0.223,0,0.041
路径19,289,0.215,0,0.006
路径19,316,0.135,0,0
路径19,342,0.17,0,0
路径19,368,0.228,0,0
路径19,394,0.281,0,0
路径19,421,0.234,0,0
路径19,447,0.143,0,0
路径19,473,0.154,0,0
路径19,500,0.184,0,0
路径20,1,0.5,0.5,0.5
路径20,27,0.473,0.464,0.313
路径20,53,0.245,0.302,0.204
路径20,79,0.154,0.172,0.27
路径20,106,0.219,0.128,0.357
路径20,132,0.177,0.075,0.387
路径20,158,0.227,0.07,0.362
路径20,184,0.146,0.101,0.25
路径20,211,0.091,0.055,0.221
路径20,237,0.127,0.069,0.175
路径20,263,0.208,0.05,0.264
路径20,289,0.148,0.033,0.285
路径20,316,0.16,0.062,0.334
路径20,342,0.124,0.03,0.38
路径20,368,0.153,0,0.401
路径20,394,0.224,0,0.345
路径20,421,0.142,0,0.461
路径20,447,0.123,0,0.292
路径20,473,0.098,0,0.305
路径20,500,0.165,0,0.217
