路径（20条）,轮次,α,β,γ
路径12,342,0.428,0.06,0.141
路径12,368,0.386,0.041,0.109
路径12,394,0.387,0.026,0.071
路径12,421,0.433,0,0.097
路径12,447,0.447,0,0.009
路径12,473,0.302,0,0
路径12,500,0.318,0,0
路径13,1,0.5,0.5,0.5
路径13,27,0.374,0.454,0.391
路径13,53,0.311,0.545,0.283
路径13,79,0.297,0.451,0.173
路径13,106,0.315,0.334,0.206
路径13,132,0.332,0.261,0.083
路径13,158,0.262,0.318,0.103
路径13,184,0.257,0.343,0.079
路径13,211,0.236,0.328,0.025
路径13,237,0.117,0.333,0.017
路径13,263,0.165,0.326,0.014
路径13,289,0.22,0.272,0
路径13,316,0.32,0.214,0
路径13,342,0.382,0.036,0
路径13,368,0.423,0.009,0
路径13,394,0.442,0.006,0
路径13,421,0.362,0,0
路径13,447,0.329,0,0
路径13,473,0.385,0,0
路径13,500,0.35,0,0
路径14,1,0.5,0.5,0.5
路径14,27,0.529,0.434,0.47
路径14,53,0.487,0.42,0.482
路径14,79,0.374,0.446,0.354
路径14,106,0.362,0.528,0.273
路径14,132,0.274,0.543,0.267
路径14,158,0.155,0.564,0.179
路径14,184,0.133,0.454,0.157
路径14,211,0.082,0.351,0.077
路径14,237,0.041,0.315,0.095
路径14,263,0.039,0.313,0.08
路径14,289,0,0.261,0.075
路径14,316,0,0.184,0.061
路径14,342,0,0.083,0.049
路径14,368,0,0.056,0.027
路径14,394,0,0.047,0.034
路径14,421,0,0.027,0.009
路径14,447,0,0.013,0.015
路径14,473,0,0,0.003
路径14,500,0,0,0
路径15,1,0.5,0.5,0.5
路径15,27,0.468,0.403,0.377
路径15,53,0.401,0.499,0.179
路径15,79,0.571,0.513,0.175
路径15,106,0.486,0.332,0.151
路径15,132,0.331,0.347,0.052
路径15,158,0.421,0.236,0.087
路径15,184,0.555,0.249,0.128
路径15,211,0.415,0.179,0.077
路径15,237,0.307,0.104,0.132
路径15,263,0.221,0.076,0.091
路径15,289,0.194,0.061,0.006
路径15,316,0.198,0.06,0
路径15,342,0.19,0.065,0
路径15,368,0.279,0.07,0
路径15,394,0.337,0.065,0
路径15,421,0.302,0.091,0
路径15,447,0.287,0.041,0
路径15,473,0.223,0.062,0
路径15,500,0.326,0.057,0
路径16,1,0.5,0.5,0.5
路径16,27,0.411,0.527,0.367
路径16,53,0.428,0.517,0.189
路径16,79,0.472,0.468,0.1
路径16,106,0.377,0.421,0.11
路径16,132,0.253,0.258,0.053
路径16,158,0.259,0.233,0.072
路径16,184,0.256,0.101,0.022
路径16,211,0.29,0.077,0
路径16,237,0.236,0.039,0
路径16,263,0.262,0.054,0
路径16,289,0.227,0,0
路径16,316,0.317,0,0
路径16,342,0.4,0,0
路径16,368,0.32,0,0
路径16,394,0.335,0,0
路径16,421,0.451,0,0
路径16,447,0.449,0,0
路径16,473,0.389,0,0
路径16,500,0.444,0,0
路径17,1,0.5,0.5,0.5
路径17,27,0.461,0.415,0.384
路径17,53,0.537,0.294,0.349
路径17,79,0.546,0.184,0.338
路径17,106,0.547,0.196,0.133
路径17,132,0.402,0.264,0.182
路径17,158,0.438,0.281,0.143
路径17,184,0.494,0.176,0.135
路径17,211,0.564,0.204,0.084
路径17,237,0.532,0.176,0.128
路径17,263,0.349,0.143,0.088
路径17,289,0.311,0.168,0.068
路径17,316,0.405,0.28,0.097
路径17,342,0.381,0.24,0.068
路径17,368,0.511,0.294,0.038
路径17,394,0.423,0.236,0.103
路径17,421,0.48,0.241,0.118
路径17,447,0.389,0.132,0.097
路径17,473,0.411,0.08,0.108
路径17,500,0.392,0.02,0.056
路径18,1,0.5,0.5,0.5
路径18,27,0.321,0.448,0.339
路径18,53,0.301,0.397,0.401
路径18,79,0.303,0.298,0.373
路径18,106,0.278,0.241,0.361
路径18,132,0.208,0.217,0.332
路径18,158,0.136,0.162,0.192
路径18,184,0.117,0.112,0.132
路径18,211,0.182,0.141,0.072
路径18,237,0.195,0.075,0.073
路径18,263,0.159,0.12,0.061
路径18,289,0.176,0.106,0.038
路径18,316,0.122,0.117,0.065
路径18,342,0.08,0.09,0.074
路径18,368,0.154,0.089,0.038
路径18,394,0.075,0.081,0.02
路径18,421,0.005,0.13,0.02
路径18,447,0.044,0.166,0
路径18,473,0.055,0.097,0
路径18,500,0.062,0.066,0
路径19,1,0.5,0.5,0.5
路径19,27,0.418,0.455,0.466
路径19,53,0.274,0.394,0.403
路径19,79,0.175,0.374,0.188
路径19,106,0.251,0.335,0.17
路径19,132,0.261,0.255,0.084
路径19,158,0.155,0.187,0.101
路径19,184,0.089,0.113,0.054
路径19,211,0.059,0.051,0.033
路径19,237,0.027,0.048,0.036
路径19,263,0.048,0.068,0.072
路径19,289,0,0.055,0.054
路径19,316,0,0.079,0.024
路径19,342,0,0.049,0.021
路径19,368,0,0.02,0.008
路径19,394,0,0,0
路径19,421,0,0,0
路径19,447,0,0,0
路径19,473,0,0,0
路径19,500,0,0,0
路径20,1,0.5,0.5,0.5
路径20,27,0.541,0.431,0.505
路径20,53,0.615,0.539,0.589
路径20,79,0.644,0.644,0.575
路径20,106,0.684,0.578,0.546
路径20,132,0.601,0.403,0.45
路径20,158,0.619,0.318,0.375
路径20,184,0.656,0.33,0.183
路径20,211,0.737,0.313,0.072
路径20,237,0.754,0.208,0.06
路径20,263,0.79,0.226,0.021
路径20,289,0.914,0.166,0
路径20,316,0.877,0.27,0
路径20,342,0.896,0.226,0
路径20,368,0.9,0.16,0
路径20,394,0.859,0.13,0
路径20,421,0.805,0.138,0
路径20,447,0.812,0.063,0
路径20,473,0.925,0.044,0
路径20,500,0.942,0.053,0
