路径（20条）,轮次,α,β,γ
路径4,368,0.299,0.135,0.356
路径4,394,0.325,0.069,0.369
路径4,421,0.413,0.054,0.326
路径4,447,0.355,0.086,0.316
路径4,473,0.267,0.104,0.313
路径4,500,0.301,0.154,0.189
路径5,1,0.5,0.5,0.5
路径5,27,0.368,0.496,0.49
路径5,53,0.344,0.524,0.46
路径5,79,0.454,0.367,0.373
路径5,106,0.459,0.201,0.283
路径5,132,0.479,0.141,0.291
路径5,158,0.415,0.085,0.3
路径5,184,0.387,0.117,0.319
路径5,211,0.394,0.143,0.289
路径5,237,0.394,0.109,0.303
路径5,263,0.425,0.045,0.32
路径5,289,0.398,0.04,0.328
路径5,316,0.331,0.004,0.278
路径5,342,0.287,0,0.176
路径5,368,0.174,0,0.127
路径5,394,0.143,0,0.12
路径5,421,0.07,0,0.124
路径5,447,0.121,0,0.061
路径5,473,0.089,0,0.033
路径5,500,0.002,0,0.057
路径6,1,0.5,0.5,0.5
路径6,27,0.453,0.46,0.352
路径6,53,0.454,0.483,0.408
路径6,79,0.488,0.493,0.411
路径6,106,0.334,0.402,0.268
路径6,132,0.235,0.352,0.192
路径6,158,0.149,0.418,0.107
路径6,184,0.113,0.222,0.089
路径6,211,0.086,0.15,0.02
路径6,237,0.104,0.138,0.033
路径6,263,0.123,0.078,0.016
路径6,289,0.082,0.104,0.01
路径6,316,0.105,0.163,0.001
路径6,342,0.088,0.126,0
路径6,368,0.035,0.149,0
路径6,394,0.016,0.153,0
路径6,421,0.023,0.254,0
路径6,447,0.02,0.185,0
路径6,473,0.011,0.124,0
路径6,500,0,0.083,0
路径7,1,0.5,0.5,0.5
路径7,27,0.546,0.4,0.434
路径7,53,0.467,0.331,0.26
路径7,79,0.444,0.298,0.268
路径7,106,0.436,0.204,0.275
路径7,132,0.388,0.168,0.229
路径7,158,0.41,0.07,0.101
路径7,184,0.377,0.051,0.055
路径7,211,0.291,0.095,0.003
路径7,237,0.317,0.139,0
路径7,263,0.258,0.141,0
路径7,289,0.12,0.16,0
路径7,316,0.13,0.143,0
路径7,342,0.124,0.078,0
路径7,368,0.173,0.093,0
路径7,394,0.085,0.09,0
路径7,421,0.107,0.091,0
路径7,447,0.027,0.1,0
路径7,473,0.054,0.078,0
路径7,500,0.002,0.042,0
路径8,1,0.5,0.5,0.5
路径8,27,0.511,0.426,0.483
路径8,53,0.468,0.395,0.323
路径8,79,0.466,0.358,0.349
路径8,106,0.419,0.209,0.277
路径8,132,0.246,0.13,0.153
路径8,158,0.202,0.104,0.053
路径8,184,0.24,0.056,0.079
路径8,211,0.22,0.053,0.044
路径8,237,0.315,0.003,0
路径8,263,0.272,0.007,0
路径8,289,0.246,0.012,0
路径8,316,0.224,0,0
路径8,342,0.223,0,0
路径8,368,0.306,0,0
路径8,394,0.279,0,0
路径8,421,0.34,0,0
路径8,447,0.346,0,0
路径8,473,0.346,0,0
路径8,500,0.286,0,0
路径9,1,0.5,0.5,0.5
路径9,27,0.506,0.395,0.343
路径9,53,0.473,0.292,0.311
路径9,79,0.368,0.246,0.382
路径9,106,0.326,0.206,0.364
路径9,132,0.304,0.128,0.241
路径9,158,0.227,0.022,0.255
路径9,184,0.163,0.033,0.099
路径9,211,0.112,0.033,0.048
路径9,237,0.059,0.01,0.031
路径9,263,0.094,0.013,0.02
路径9,289,0.065,0.013,0
路径9,316,0.024,0.028,0
路径9,342,0.023,0,0
路径9,368,0,0,0
路径9,394,0,0,0
路径9,421,0,0,0
路径9,447,0,0,0
路径9,473,0,0,0
路径9,500,0,0,0
路径10,1,0.5,0.5,0.5
路径10,27,0.374,0.55,0.393
路径10,53,0.218,0.603,0.356
路径10,79,0.145,0.514,0.273
路径10,106,0.106,0.364,0.221
路径10,132,0.048,0.389,0.122
路径10,158,0.02,0.267,0.097
路径10,184,0.012,0.219,0.068
路径10,211,0.007,0.097,0.03
路径10,237,0,0.026,0.011
路径10,263,0,0.022,0.008
路径10,289,0,0.037,0
路径10,316,0,0.012,0
路径10,342,0,0,0
路径10,368,0,0,0
路径10,394,0,0,0
路径10,421,0,0,0
路径10,447,0,0,0
路径10,473,0,0,0
路径10,500,0,0,0
路径11,1,0.5,0.5,0.5
路径11,27,0.515,0.394,0.441
路径11,53,0.347,0.303,0.436
路径11,79,0.378,0.217,0.392
路径11,106,0.343,0.191,0.356
路径11,132,0.492,0.107,0.316
路径11,158,0.422,0.168,0.303
路径11,184,0.341,0.132,0.27
路径11,211,0.399,0.183,0.189
路径11,237,0.287,0.22,0.152
路径11,263,0.21,0.171,0.092
路径11,289,0.133,0.22,0.096
路径11,316,0.061,0.206,0.157
路径11,342,0.051,0.19,0.16
路径11,368,0.076,0.19,0.113
路径11,394,0.073,0.113,0.06
路径11,421,0.139,0.188,0.039
路径11,447,0.234,0.195,0.033
路径11,473,0.228,0.137,0.061
路径11,500,0.17,0.078,0.041
路径12,1,0.5,0.5,0.5
路径12,27,0.362,0.467,0.422
路径12,53,0.435,0.469,0.378
路径12,79,0.365,0.473,0.223
路径12,106,0.377,0.43,0.212
路径12,132,0.389,0.395,0.22
路径12,158,0.399,0.256,0.18
路径12,184,0.511,0.276,0.137
路径12,211,0.422,0.241,0.171
路径12,237,0.433,0.232,0.236
路径12,263,0.376,0.199,0.222
路径12,289,0.261,0.217,0.216
路径12,316,0.142,0.218,0.095
路径12,342,0.091,0.243,0.132
路径12,368,0.101,0.31,0.075
路径12,394,0.053,0.161,0.003
路径12,421,0.023,0.064,0
路径12,447,0,0.047,0
路径12,473,0,0.026,0
路径12,500,0,0.011,0
路径13,1,0.5,0.5,0.5
路径13,27,0.45,0.301,0.278
路径13,53,0.382,0.26,0.241
路径13,79,0.286,0.156,0.28
路径13,106,0.262,0.166,0.296
路径13,132,0.237,0.072,0.215
路径13,158,0.179,0.025,0.234
路径13,184,0.142,0.009,0.155
路径13,211,0.179,0,0.047
路径13,237,0.186,0,0.042
路径13,263,0.156,0,0.038
路径13,289,0.146,0,0.029
路径13,316,0.098,0,0
路径13,342,0.163,0,0
路径13,368,0.192,0,0
路径13,394,0.268,0,0
路径13,421,0.336,0,0
路径13,447,0.327,0,0
路径13,473,0.247,0,0
路径13,500,0.16,0,0
路径14,1,0.5,0.5,0.5
路径14,27,0.301,0.327,0.348
路径14,53,0.294,0.234,0.356
路径14,79,0.284,0.199,0.43
路径14,106,0.285,0.145,0.359
路径14,132,0.265,0.051,0.275
路径14,158,0.267,0.069,0.154
路径14,184,0.307,0.04,0.138
路径14,211,0.376,0.011,0.128
路径14,237,0.352,0,0.099
路径14,263,0.378,0,0.047
路径14,289,0.351,0,0.1
路径14,316,0.431,0,0.174
路径14,342,0.535,0,0.163
路径14,368,0.493,0,0.249
路径14,394,0.508,0,0.194
路径14,421,0.606,0,0.161
路径14,447,0.414,0,0.277
路径14,473,0.464,0,0.236
路径14,500,0.493,0,0.249
路径15,1,0.5,0.5,0.5
路径15,27,0.381,0.499,0.441
路径15,53,0.485,0.316,0.337
路径15,79,0.487,0.294,0.291
路径15,106,0.486,0.285,0.169
路径15,132,0.371,0.079,0.124
路径15,158,0.321,0.025,0.13
路径15,184,0.29,0.007,0.093
路径15,211,0.381,0,0.092
路径15,237,0.337,0,0.07
路径15,263,0.243,0,0.032
路径15,289,0.242,0,0.075
路径15,316,0.383,0,0.088
路径15,342,0.453,0,0.074
路径15,368,0.48,0,0.086
路径15,394,0.594,0,0.028
路径15,421,0.693,0,0.053
路径15,447,0.741,0,0.047
路径15,473,0.691,0,0.074
路径15,500,0.632,0,0.091
路径16,1,0.5,0.5,0.5
路径16,27,0.483,0.494,0.354
路径16,53,0.374,0.489,0.35
路径16,79,0.326,0.292,0.362
路径16,106,0.192,0.225,0.369
路径16,132,0.29,0.249,0.116
路径16,158,0.249,0.221,0.1
路径16,184,0.246,0.17,0.019
路径16,211,0.21,0.116,0.003
路径16,237,0.272,0.059,0
路径16,263,0.237,0.074,0
路径16,289,0.264,0.076,0
路径16,316,0.231,0.209,0
路径16,342,0.097,0.196,0
路径16,368,0.046,0.088,0
路径16,394,0.046,0.06,0
路径16,421,0,0.014,0
路径16,447,0,0,0
路径16,473,0,0,0
路径16,500,0,0,0
路径17,1,0.5,0.5,0.5
路径17,27,0.486,0.456,0.38
路径17,53,0.484,0.383,0.193
路径17,79,0.53,0.265,0.101
路径17,106,0.463,0.22,0.055
路径17,132,0.444,0.119,0.012
路径17,158,0.457,0.191,0.002
路径17,184,0.348,0.117,0
路径17,211,0.262,0.007,0
路径17,237,0.176,0,0
路径17,263,0.207,0,0
路径17,289,0.247,0,0
路径17,316,0.191,0,0
路径17,342,0.342,0,0
路径17,368,0.396,0,0
路径17,394,0.372,0,0
路径17,421,0.429,0,0
路径17,447,0.312,0,0
路径17,473,0.259,0,0
路径17,500,0.209,0,0
路径18,1,0.5,0.5,0.5
路径18,27,0.497,0.528,0.441
路径18,53,0.557,0.405,0.369
路径18,79,0.48,0.286,0.321
路径18,106,0.452,0.208,0.391
路径18,132,0.559,0.295,0.484
路径18,158,0.53,0.233,0.317
路径18,184,0.561,0.204,0.343
路径18,211,0.446,0.122,0.231
路径18,237,0.485,0.092,0.222
路径18,263,0.475,0.138,0.154
路径18,289,0.475,0.026,0.085
路径18,316,0.352,0.043,0.211
路径18,342,0.409,0.019,0.146
路径18,368,0.575,0.011,0.163
路径18,394,0.701,0.001,0.22
路径18,421,0.784,0.007,0.297
路径18,447,0.756,0,0.262
路径18,473,0.795,0,0.315
路径18,500,0.799,0,0.312
路径19,1,0.5,0.5,0.5
路径19,27,0.446,0.63,0.507
路径19,53,0.402,0.61,0.485
路径19,79,0.501,0.495,0.441
路径19,106,0.457,0.482,0.349
路径19,132,0.39,0.405,0.253
路径19,158,0.375,0.271,0.228
路径19,184,0.195,0.344,0.173
路径19,211,0.197,0.235,0.214
路径19,237,0.205,0.205,0.192
路径19,263,0.282,0.092,0.205
路径19,289,0.312,0.188,0.314
路径19,316,0.323,0.208,0.219
路径19,342,0.318,0.178,0.15
路径19,368,0.417,0.135,0.155
路径19,394,0.448,0.069,0.079
路径19,421,0.489,0.041,0.019
路径19,447,0.452,0.034,0.01
路径19,473,0.506,0,0.023
路径19,500,0.64,0,0.031
路径20,1,0.5,0.5,0.5
路径20,27,0.433,0.355,0.5
路径20,53,0.474,0.46,0.395
路径20,79,0.375,0.511,0.418
路径20,106,0.435,0.352,0.37
路径20,132,0.392,0.326,0.441
路径20,158,0.274,0.298,0.357
路径20,184,0.314,0.275,0.315
路径20,211,0.342,0.293,0.169
路径20,237,0.381,0.271,0.109
路径20,263,0.167,0.123,0.067
路径20,289,0.162,0.135,0.118
路径20,316,0.03,0.166,0.229
路径20,342,0.061,0.174,0.197
路径20,368,0.092,0.202,0.099
路径20,394,0.044,0.22,0.072
路径20,421,0.083,0.082,0.053
路径20,447,0.088,0.153,0.041
路径20,473,0.047,0.214,0.014
路径20,500,0.062,0.232,0.023
